loss,mean_absolute_error,val_loss,val_mean_absolute_error,method,history,ahead
66.2204360961914,2.1648752689361572,0.8774341940879822,0.7005706429481506,CNN,38,15
1.440664529800415,0.6719630360603333,0.5500622391700745,0.5464479327201843,CNN,38,15
1.482682466506958,0.6438099145889282,0.49090340733528137,0.5064439177513123,CNN,38,15
1.7193485498428345,0.6717509031295776,0.8459338545799255,0.6677866578102112,CNN,38,15
8.36952018737793,0.9835746884346008,6.840644359588623,1.2708745002746582,CNN,38,15
1.3661551475524902,0.6265090107917786,0.5161362886428833,0.5240951776504517,CNN,38,15
1.2895313501358032,0.597121000289917,9.620454788208008,1.5353566408157349,CNN,38,15
2.551365852355957,0.7768497467041016,0.6067550182342529,0.5728163123130798,CNN,38,15
2.140134811401367,0.7480671405792236,0.5156325697898865,0.5236564874649048,CNN,38,15
1.2406505346298218,0.5993040800094604,0.5410593748092651,0.5369358658790588,CNN,38,15
1.0629795789718628,0.5423938035964966,0.48430147767066956,0.4991108775138855,CNN,38,15
1.2693921327590942,0.6048510670661926,3.0622663497924805,0.9525874257087708,CNN,38,15
1.212314248085022,0.5884110331535339,0.6089836359024048,0.5666959285736084,CNN,38,15
1.1696527004241943,0.5788444876670837,0.6223236918449402,0.5683718919754028,CNN,38,15
1.6262465715408325,0.6643993258476257,51.184329986572266,2.8945772647857666,CNN,38,15
1.1820690631866455,0.5704432129859924,0.48458948731422424,0.4993821680545807,CNN,38,15
1.059971570968628,0.5296802520751953,0.4829595685005188,0.49821561574935913,CNN,38,15
1.7894771099090576,0.6980152726173401,10.3141508102417,1.487381935119629,CNN,38,15
1.0800312757492065,0.5415909290313721,0.48679062724113464,0.5010793805122375,CNN,38,15
1.0623087882995605,0.5338459014892578,0.4951779544353485,0.5081444978713989,CNN,38,15
1.123060703277588,0.5552663803100586,0.4910610020160675,0.5043705701828003,CNN,38,15
1.0671149492263794,0.5501298904418945,0.6982104182243347,0.582791268825531,CNN,38,15
1.3839349746704102,0.6233490109443665,0.6090858578681946,0.5695686340332031,CNN,38,15
1.0479048490524292,0.5288801193237305,0.4841309189796448,0.49944427609443665,CNN,38,15
1.1410102844238281,0.5693657398223877,0.49828165769577026,0.5102788805961609,CNN,38,15
1.1424076557159424,0.5681218504905701,0.4907023310661316,0.5042538642883301,CNN,38,15
