loss,mean_absolute_error,val_loss,val_mean_absolute_error,method,history,ahead
13.637508392333984,1.2665517330169678,0.5670675039291382,0.5579348802566528,CNN,37,15
1.605911135673523,0.6514306664466858,0.5144892930984497,0.5239564776420593,CNN,37,15
1.2398295402526855,0.5976933240890503,0.5015636086463928,0.5138089060783386,CNN,37,15
1.3039793968200684,0.6171056628227234,0.5251838564872742,0.526718258857727,CNN,37,15
1.305219054222107,0.6060560345649719,0.4993850290775299,0.5122228264808655,CNN,37,15
1.0598325729370117,0.5410756468772888,0.4792434871196747,0.4960988163948059,CNN,37,15
1.161849021911621,0.5649135708808899,0.4819929897785187,0.4987783133983612,CNN,37,15
1.0364265441894531,0.5335952043533325,0.6217774152755737,0.5692884922027588,CNN,37,15
6.339285850524902,0.9372127056121826,1.0397106409072876,0.7356017231941223,CNN,37,15
1.2744840383529663,0.6011495590209961,0.4994608759880066,0.5115652084350586,CNN,37,15
1.0395123958587646,0.5300388932228088,0.49027684330940247,0.504806637763977,CNN,37,15
1.0996097326278687,0.5466421246528625,0.4865424335002899,0.5023430585861206,CNN,37,15
1.3066775798797607,0.6061254739761353,0.492765337228775,0.5076498985290527,CNN,37,15
1.07187020778656,0.5352901220321655,0.4855562150478363,0.5017296075820923,CNN,37,15
1.5820062160491943,0.6663209199905396,0.6995702385902405,0.605951726436615,CNN,37,15
