loss,mean_absolute_error,val_loss,val_mean_absolute_error,method,history,ahead
36.29277038574219,1.7235897779464722,0.6448289155960083,0.5970314145088196,CNN,29,15
1.2278908491134644,0.6112608313560486,0.5037455558776855,0.5160835385322571,CNN,29,15
2.0890603065490723,0.7068838477134705,0.5055385231971741,0.5172137022018433,CNN,29,15
1.1517491340637207,0.5735849142074585,0.5038422346115112,0.515860915184021,CNN,29,15
1.1038426160812378,0.5637423992156982,0.9917016625404358,0.6607407927513123,CNN,29,15
1.0888035297393799,0.5459036827087402,0.47952336072921753,0.49645838141441345,CNN,29,15
4.502804756164551,0.9309892654418945,2.5504205226898193,0.976713240146637,CNN,29,15
1.376131296157837,0.5945655107498169,0.4923029839992523,0.5069640278816223,CNN,29,15
1.0501450300216675,0.5350186228752136,0.4851546287536621,0.5011343359947205,CNN,29,15
1.0331299304962158,0.5319041013717651,0.5458734035491943,0.5349665284156799,CNN,29,15
5.662731170654297,0.9654089212417603,0.5914912819862366,0.5661579966545105,CNN,29,15
1.10247004032135,0.5550912022590637,0.4938041865825653,0.5076901316642761,CNN,29,15
1.0275530815124512,0.5286086201667786,0.48799946904182434,0.5032251477241516,CNN,29,15
1.08684241771698,0.5373510122299194,0.48851412534713745,0.5039163827896118,CNN,29,15
1.125092625617981,0.5662914514541626,1.3771435022354126,0.7556909322738647,CNN,29,15
