loss,mean_absolute_error,val_loss,val_mean_absolute_error,method,history,ahead
0.9988735318183899,0.49813082814216614,0.4720979332923889,0.48899009823799133,LSTM,30,15
0.9975329041481018,0.49919599294662476,0.4726881682872772,0.4907509386539459,LSTM,30,15
0.996511697769165,0.4996529519557953,0.4728480279445648,0.49165207147598267,LSTM,30,15
0.9948587417602539,0.5007483959197998,0.47356048226356506,0.4927901327610016,LSTM,30,15
0.9929689168930054,0.5019335150718689,0.4743971526622772,0.4939170479774475,LSTM,30,15
0.9908559322357178,0.5025546550750732,0.4754047989845276,0.49521517753601074,LSTM,30,15
0.9885936975479126,0.5034722685813904,0.47693192958831787,0.4968172311782837,LSTM,30,15
0.9853570461273193,0.5040720105171204,0.4783855080604553,0.49836501479148865,LSTM,30,15
0.9819092750549316,0.5046087503433228,0.48170796036720276,0.501623809337616,LSTM,30,15
0.9767889976501465,0.5050309300422668,0.4841827154159546,0.5041481256484985,LSTM,30,15
