loss,mean_absolute_error,val_loss,val_mean_absolute_error,method,history,ahead
0.9990299940109253,0.4980453848838806,0.472112774848938,0.48844581842422485,LSTM,31,15
0.9975638389587402,0.4993966817855835,0.47201618552207947,0.4894335865974426,LSTM,31,15
0.9956909418106079,0.500311553478241,0.4727214276790619,0.4909355640411377,LSTM,31,15
0.994040846824646,0.5010609030723572,0.4735170900821686,0.49261733889579773,LSTM,31,15
0.9923089146614075,0.5017479658126831,0.4746810793876648,0.4940527677536011,LSTM,31,15
0.9908348321914673,0.5022293925285339,0.47542738914489746,0.4949270188808441,LSTM,31,15
0.9882746934890747,0.5028761625289917,0.4776875078678131,0.49725961685180664,LSTM,31,15
0.9858115911483765,0.5036653876304626,0.4802432656288147,0.49969470500946045,LSTM,31,15
0.9819713830947876,0.5042857527732849,0.48324209451675415,0.5021451711654663,LSTM,31,15
0.9789202213287354,0.5050644278526306,0.4861629605293274,0.5047638416290283,LSTM,31,15
0.9736459255218506,0.5052712559700012,0.4891532361507416,0.5070803165435791,LSTM,31,15
