loss,mean_absolute_error,val_loss,val_mean_absolute_error,method,history,ahead
0.9990186095237732,0.4977380633354187,0.47217291593551636,0.48898544907569885,LSTM,18,15
0.9978832602500916,0.4986613392829895,0.4723791480064392,0.48891592025756836,LSTM,18,15
0.996757984161377,0.49938440322875977,0.47286731004714966,0.4903984069824219,LSTM,18,15
0.9954262971878052,0.500342607498169,0.47328534722328186,0.4912949502468109,LSTM,18,15
0.9938063025474548,0.5015085935592651,0.47408998012542725,0.4926333725452423,LSTM,18,15
0.991732656955719,0.5026410818099976,0.4751150608062744,0.4939444661140442,LSTM,18,15
0.9888344407081604,0.5034535527229309,0.47655385732650757,0.4955943524837494,LSTM,18,15
0.9854378700256348,0.5040900707244873,0.4786665737628937,0.4978679120540619,LSTM,18,15
0.981780469417572,0.5047183632850647,0.4804994463920593,0.49983176589012146,LSTM,18,15
0.9778271317481995,0.5053026080131531,0.48279720544815063,0.5018562078475952,LSTM,18,15
