loss,mean_absolute_error,val_loss,val_mean_absolute_error,method,history,ahead
0.9992809891700745,0.4980674982070923,0.4725643992424011,0.4887888431549072,LSTM,33,15
0.9978591799736023,0.49907857179641724,0.4724266529083252,0.4893966019153595,LSTM,33,15
0.996333122253418,0.49983710050582886,0.4724830985069275,0.48996877670288086,LSTM,33,15
0.9955200552940369,0.5008670687675476,0.47291669249534607,0.49087390303611755,LSTM,33,15
0.9935084581375122,0.501383364200592,0.4739605188369751,0.49290576577186584,LSTM,33,15
0.9905474185943604,0.5022003054618835,0.47524502873420715,0.49463942646980286,LSTM,33,15
0.9871123433113098,0.5025999546051025,0.4774053990840912,0.4969036877155304,LSTM,33,15
0.9832883477210999,0.5034709572792053,0.4802430272102356,0.49952107667922974,LSTM,33,15
0.9791526198387146,0.504246175289154,0.483036071062088,0.502126157283783,LSTM,33,15
0.9747595191001892,0.5042200684547424,0.4868309497833252,0.5054444074630737,LSTM,33,15
0.971354067325592,0.5048874616622925,0.4904702305793762,0.508506715297699,LSTM,33,15
