loss,mean_absolute_error,val_loss,val_mean_absolute_error,method,history,ahead
0.9987872838973999,0.4981892704963684,0.47219428420066833,0.48900431394577026,LSTM,22,15
0.997683584690094,0.4991103410720825,0.47224700450897217,0.48853209614753723,LSTM,22,15
0.9960285425186157,0.49994251132011414,0.4726569354534149,0.49025559425354004,LSTM,22,15
0.9944146275520325,0.5008534789085388,0.4736690819263458,0.4912573993206024,LSTM,22,15
0.9926720261573792,0.50188809633255,0.4744040071964264,0.4927601218223572,LSTM,22,15
0.9906982779502869,0.5027250051498413,0.47611454129219055,0.4951719343662262,LSTM,22,15
0.988023579120636,0.5035035014152527,0.4787287712097168,0.49761247634887695,LSTM,22,15
0.9845326542854309,0.5041568279266357,0.48276442289352417,0.5012875199317932,LSTM,22,15
0.9806963801383972,0.5047139525413513,0.48702651262283325,0.5049667954444885,LSTM,22,15
0.97641521692276,0.5050308704376221,0.4914466142654419,0.5087130665779114,LSTM,22,15
